"time","latitude","longitude","u10","v10","t2m","ssr","sp","tcc","tp"
2020-02-14 12:00:00,-3.37800002098083,39.9879989624023,-6.02898749100513,-2.06766806598651,303.423375753467,2439548.08093632,100443.813465163,0.140890848885294,3.52322440875536e-05
2020-02-14 13:00:00,-3.37800002098083,39.9879989624023,-6.25775518704481,-1.85906859814921,302.031951917802,1962858.55326324,100407.248551302,0.235942197061023,0.000332286212608495
2020-02-14 14:00:00,-3.37800002098083,39.9879989624023,-6.31308598423998,-2.86241030933536,301.879828670378,1355476.26145606,100414.572071514,0.38157874658569,0.00018145168520491
2020-02-15 06:00:00,-3.37800002098083,39.9879989624023,-0.916220627272289,-4.39132489847092,300.740223995866,1042306.80777623,100941.075218783,0.399462866036958,0.000291313251433192
2020-02-15 07:00:00,-3.37800002098083,39.9879989624023,-2.52966667348352,-4.44265992375901,300.969248664109,2001336.88672882,100995.685497192,0.253231196496422,0.000104120849140534
2020-02-15 10:00:00,-3.37800002098083,39.9879989624023,-5.21673138818,-2.95149966539087,302.418258587128,2935399.71592938,100768.313903873,1,0.000239984486883913
2020-02-15 11:00:00,-3.37800002098083,39.9879989624023,-6.77021897052155,-2.66331732766252,301.389867043816,2601578.33961516,100677.112368005,1,0.000306171578013247
2020-02-15 12:00:00,-3.37800002098083,39.9879989624023,-6.52455023097499,-3.47082542386079,302.247299890299,2337418.67248562,100603.824478698,1,9.23017257245819e-05
2020-02-15 13:00:00,-3.37800002098083,39.9879989624023,-5.54811256265436,-3.5868045550672,302.338117948895,1725772.42650268,100596.685363672,1,2.8365896198286e-05
2020-02-15 14:00:00,-3.37800002098083,39.9879989624023,-5.0668352285058,-3.37494572054495,301.515116783809,1044567.21721881,100601.875052454,1,3.37689240455501e-07
2020-02-16 06:00:00,-3.37800002098083,39.9879989624023,-1.24558977275773,-2.56472148544255,300.618453415318,824639.653045031,101020.817289572,0.429615613507698,0.000204414553555903
2020-02-16 07:00:00,-3.37800002098083,39.9879989624023,-1.67274352710447,-2.22710541965902,301.071343998145,1662635.08093632,101032.619221423,0.70611752857339,6.77629742514615e-05
2020-02-16 10:00:00,-3.37800002098083,39.9879989624023,-3.35922622561333,-1.33892799800805,302.739780908182,2442013.9821464,100832.803031488,0.847527200036623,5.67317923965724e-05
2020-02-16 11:00:00,-3.37800002098083,39.9879989624023,-3.37673087781689,-0.744908419674513,302.733902328431,2787805.25391787,100682.249369592,0.807837272824379,2.99417793204132e-05
2020-02-16 12:00:00,-3.37800002098083,39.9879989624023,-3.6189791680823,-0.0139954405727516,302.306445600851,2002004.73497322,100553.877017114,0.678772526818549,0.000106709799984029
2020-02-16 13:00:00,-3.37800002098083,39.9879989624023,-4.20669283574448,0.0267466429892194,302.403262210213,1793738.82860544,100517.496508438,0.40094303633284,1.06934926144332e-05
2020-02-16 14:00:00,-3.37800002098083,39.9879989624023,-4.68495212640966,-0.485788768220377,301.518595943253,1128716.0960127,100512.886378809,0.513008713167412,0.00021060552296426
2020-02-17 06:00:00,-3.37800002098083,39.9879989624023,-1.93470970146125,-2.31483670626246,300.980525939549,1169146.60126959,100952.92983783,0.204232981856469,8.16082331101487e-05
2020-02-17 07:00:00,-3.37800002098083,39.9879989624023,-2.78519435507577,-2.22221636963158,301.435576000653,2073053.51358857,100958.883490951,0.217066210916637,6.28101987247762e-05
2020-02-17 10:00:00,-3.37800002098083,39.9879989624023,-4.22902635752144,-1.79931354225832,303.096694678754,3127277.65383852,100780.510989692,0.105641432560695,2.22874898700817e-05
2020-02-17 11:00:00,-3.37800002098083,39.9879989624023,-4.52137416961085,-1.54997199085906,303.294166969969,3036347.54671692,100624.425172241,0.0986983657088795,4.8402124465329e-06
2020-02-17 12:00:00,-3.37800002098083,39.9879989624023,-4.65155244519367,-1.12109365789671,303.261414882787,2837791.12636382,100547.94970759,0.0242778447499733,1.68844620227881e-06
2020-02-17 13:00:00,-3.37800002098083,39.9879989624023,-4.62620087993334,-0.85273913416853,302.97456418516,2240477.93116445,100512.807348015,0.0312514305769612,6.75378480911436e-07
2020-02-17 14:00:00,-3.37800002098083,39.9879989624023,-4.676904010454,-0.619966030084468,302.164279947698,1547713.80995834,100470.631247806,0.0330215311369844,0
2020-02-18 06:00:00,-3.37800002098083,39.9879989624023,-2.29586890497156,0.207369880113958,301.145726027643,1275899.57448919,100985.991053172,0.127935543924435,2.4088499152513e-05
2020-02-18 07:00:00,-3.37800002098083,39.9879989624023,-2.33832271663767,0.384190522772912,301.454531421073,1901159.65006943,101006.802495498,0.181236934063754,7.75559622246793e-05
2020-02-18 10:00:00,-3.37800002098083,39.9879989624023,-2.65159563021179,0.496367059513539,303.149361954479,3243072.26482841,100838.62496662,0.109593639845574,1.65467727823334e-05
2020-02-18 11:00:00,-3.37800002098083,39.9879989624023,-3.25641154427975,0.461600481540657,303.225063665145,3184250.24637969,100711.806886416,0.10710634336899,1.66593358624854e-05
2020-02-18 12:00:00,-3.37800002098083,39.9879989624023,-3.73829248712498,0.54743047091121,303.157759925552,2878786.73398135,100633.987898273,0.0819739673141776,7.0914740495716e-06
2020-02-18 13:00:00,-3.37800002098083,39.9879989624023,-4.11393829935548,0.804648825132454,302.856992590148,2287741.03769093,100592.180608434,0.0392626615598248,0
2020-02-18 14:00:00,-3.37800002098083,39.9879989624023,-4.44853872021211,0.817957905762698,301.792489771226,1497984.80222178,100519.129811507,0.0623502662780584,0
2020-02-19 06:00:00,-3.37800002098083,39.9879989624023,-1.33170461348331,0.0579822403867305,301.053468316863,1219029.72783178,100961.175383967,0.240474264874186,3.59076225684655e-05
2020-02-19 07:00:00,-3.37800002098083,39.9879989624023,-1.39930878751087,0.141367704743565,301.40822260916,2029900.24241222,100993.446291372,0.171669235347077,2.56643822746398e-05
2020-02-19 10:00:00,-3.37800002098083,39.9879989624023,-2.53509915175359,0.429006814691081,303.449649405822,3179523.93572704,100760.121044932,0.0489371766896068,1.68844620227881e-06
2020-02-19 11:00:00,-3.37800002098083,39.9879989624023,-3.67390755947969,0.734300827515451,303.468724797257,3238500.07300139,100641.443136473,0.0791509621106923,3.37689240455762e-06
2020-02-19 12:00:00,-3.37800002098083,39.9879989624023,-4.21494215459904,0.913565995188123,303.339875926805,2725592.6213053,100516.258359338,0.0337539865411319,1.90231605456761e-05
2020-02-19 13:00:00,-3.37800002098083,39.9879989624023,-3.85156971920092,0.684595485569846,302.96532641698,2297501.89664749,100462.306670876,0.0503257900599698,2.76905177173745e-05
2020-02-19 14:00:00,-3.37800002098083,39.9879989624023,-3.74795022627178,0.822032114118895,302.370150209985,1429556.04364213,100453.876719554,0.0523095234462027,3.03920316410211e-06
2020-02-20 06:00:00,-3.37800002098083,39.9879989624023,-1.25082104812891,-0.0525646130114175,300.751741213337,1160104.96349931,100781.617420803,0.125722918224406,3.78211949310482e-05
2020-02-20 07:00:00,-3.37800002098083,39.9879989624023,-1.31560838157199,0.148972893675133,301.358914521864,2004984.36560206,100814.810354135,0.213922756473838,0
2020-02-20 10:00:00,-3.37800002098083,39.9879989624023,-2.4518011516125,1.5084004151929,303.312042651251,3351777.40983932,100549.187856691,0.00863686997390628,4.61508628622894e-06
2020-02-20 11:00:00,-3.37800002098083,39.9879989624023,-3.3053038487104,1.76724845275662,303.089856330881,3146747.99880976,100433.750210772,0.0351120809363222,3.26432932440564e-06
2020-02-20 12:00:00,-3.37800002098083,39.9879989624023,-4.27067535759199,2.25615345550028,303.014394562246,2882280.09402896,100335.567621466,0.0311446141638564,1.50834527403586e-05
2020-02-20 13:00:00,-3.37800002098083,39.9879989624023,-4.71835180762566,2.53998997098201,302.782010705574,2173487.61495735,100312.306224536,0.0418872934246868,3.37689240455501e-07
2020-02-20 14:00:00,-3.37800002098083,39.9879989624023,-4.88716103979566,2.54026158487242,302.042269425119,1450053.8474509,100285.88359586,0.0644255565898097,2.25126160303957e-07
2020-02-21 06:00:00,-3.37800002098083,39.9879989624023,-1.71077087499497,0.2888540472379,301.674078379106,1270043.05911525,100778.192753079,0.136801306212137,8.26213008315161e-05
2020-02-21 07:00:00,-3.37800002098083,39.9879989624023,-2.0809842089554,0.509947754034196,301.881868177638,2070330.74766911,100834.699770535,0.192986739505287,6.64122172896369e-06
2020-02-21 10:00:00,-3.37800002098083,39.9879989624023,-3.10450335561664,1.2913809167528,303.360630912455,3303846.45506844,100663.440040705,0.049059252590298,5.74071708774829e-06
2020-02-21 11:00:00,-3.37800002098083,39.9879989624023,-3.53065109546892,1.41252071187706,303.322240187553,3192572.6629637,100557.117279653,0.0230265667678879,1.01306772136737e-06
2020-02-21 12:00:00,-3.37800002098083,39.9879989624023,-4.01695850208976,1.33837011979428,303.406939724368,2666976.09462408,100430.615322624,0.0172127019974669,0
2020-02-21 13:00:00,-3.37800002098083,39.9879989624023,-4.65296086548591,0.911936311845644,303.176475403941,2293392.06129736,100379.429711939,0.0578639769276548,0
2020-02-21 14:00:00,-3.37800002098083,39.9879989624023,-4.72297947430017,0.140552863072325,302.370630094046,1542884.75342194,100350.925939031,0.0245219965513558,0
2020-02-22 06:00:00,-3.37800002098083,39.9879989624023,-1.91821106375214,-1.27482711987055,301.536831537582,1233876.50803412,100852.613417095,0.946454458059298,1.95859759464356e-05
2020-02-22 07:00:00,-3.37800002098083,39.9879989624023,-2.21236970193157,-1.04721467970434,301.851035626701,1909687.55842095,100881.117190004,0.976454610654174,1.29447542174719e-05
2020-02-22 10:00:00,-3.37800002098083,39.9879989624023,-3.57270250133725,-1.2118126972947,303.141083954422,3252165.27554057,100655.299868959,0.971357941800314,5.69569185568759e-05
2020-02-22 11:00:00,-3.37800002098083,39.9879989624023,-4.40165844477038,-1.17786096099306,302.940132503764,2882588.33168022,100539.49341267,0.951123861260739,9.11760949230634e-06
2020-02-22 12:00:00,-3.37800002098083,39.9879989624023,-4.99882864868046,-1.01054680449856,302.993639576596,2571782.03332672,100468.181293203,0.953000778233867,4.5025232060748e-07
2020-02-22 13:00:00,-3.37800002098083,39.9879989624023,-5.35234214203289,-0.760662025318475,302.881826590319,2061905.58520135,100426.505721354,0.930447255581158,1.12563080151978e-07
2020-02-22 14:00:00,-3.37800002098083,39.9879989624023,-5.4877516929869,-0.696017919400147,302.493120500686,1441063.5826225,100396.236927388,0.944653838524102,0
2020-02-23 06:00:00,-3.37800002098083,39.9879989624023,-3.08921193530089,-4.47443874893735,301.739942466516,1123013.69946439,100818.998986198,0.408008179085346,0.000165467727823336
2020-02-23 07:00:00,-3.37800002098083,39.9879989624023,-2.77855465941235,-4.33645889260747,302.160920759269,1767590.00119024,100860.569183656,0.30462515068744,6.13468786828013e-05
2020-02-23 10:00:00,-3.37800002098083,39.9879989624023,-3.7354756465405,-2.67119413048451,303.375027434294,2810255.22951795,100618.629580707,0.418628782445486,7.64303314231599e-05
2020-02-23 11:00:00,-3.37800002098083,39.9879989624023,-4.51996574931861,-1.4970072822285,303.329078535427,2935707.95358064,100541.311120924,0.202966444386798,6.46112080072074e-05
2020-02-23 12:00:00,-3.37800002098083,39.9879989624023,-4.9076837354826,-0.891579920497608,303.377186912569,2465131.80599087,100405.509873842,0.202142432057132,1.01306772136737e-05
2020-02-23 13:00:00,-3.37800002098083,39.9879989624023,-5.35334815652735,-0.643324824659998,302.972404706884,2021064.09640944,100408.881854371,0.342865426578975,9.25268518848859e-05
2020-02-23 14:00:00,-3.37800002098083,39.9879989624023,-5.4567664465576,-0.680264313756185,302.237582238058,1408184.89982146,100388.6236276,0.192559473852868,1.40703850189912e-05
2020-02-24 06:00:00,-3.37800002098083,39.9879989624023,-3.0531966163993,-3.65226350265677,301.550508233328,1154505.31283476,100788.861910221,0.12863748035341,6.65247803697902e-05
2020-02-24 07:00:00,-3.37800002098083,39.9879989624023,-3.14554874699052,-3.94805102931668,301.736583278087,1745294.14441579,100770.368704508,0.234904551905147,0.000119541991121349
2020-02-24 10:00:00,-3.37800002098083,39.9879989624023,-3.91937509612737,-2.7496905448139,303.513713928002,3081298.87085896,100646.448420071,0.372438313521432,6.43860818469034e-05
